PLMN;SYSTEM;XCI;xNBID;LOCAL_CID;LAC/TAC;PCI/PSC/BSIC;ARFCN;BAND;RSSI;RSRP/RSCP;RSRQ/ECIO;SNR;CQI;TA;DISTANCE;DELTA_AZI;LAT;LON;SPEED;GPS_ACCURACY;UL;DL;BANDWIDTH;BANDWIDTHS;CA;NR_STATE;NARFCN;NR_BAND;NR_PCI;NR_SS_RSRP;NR_SS_RSRQ;NR_SS_SINR;NR_CSI_RSRP;NR_CSI_RSRQ;NR_CSI_SINR;CLF_LABEL;CLF_LOC;CLF_DESC;DATE;TIME;ROAMING
21407.0;3;75154848.0;50592.0;;4660.0;464.0;3034.0;900 B8;-67;-92;-24.0;;;;;;39.655916;-0.210542;4;5;77;24;5000.0;5;0;none;;;;;;;;;;--;--;DATOS 3G AJUSTADOS/SIMULADOS PARA PRUEBAS VISUALES DEL SOFTWARE. No usar como medida real del TFM.;2026/05/11;21:29:20;HOME
21407.0;3;75154848.0;50592.0;;4660.0;464.0;3034.0;900 B8;-65;-90;-24.0;;;;;;39.655925;-0.210587;3;6;48;5;5000.0;5;0;none;;;;;;;;;;--;--;DATOS 3G AJUSTADOS/SIMULADOS PARA PRUEBAS VISUALES DEL SOFTWARE. No usar como medida real del TFM.;2026/05/11;21:29:25;HOME
21407.0;3;75154848.0;50592.0;;4660.0;464.0;3034.0;900 B8;-67;-92;-24.0;;;;;;39.655955;-0.210616;5;6;0;0;5000.0;5;0;none;;;;;;;;;;--;--;DATOS 3G AJUSTADOS/SIMULADOS PARA PRUEBAS VISUALES DEL SOFTWARE. No usar como medida real del TFM.;2026/05/11;21:29:52;HOME
21407.0;3;75154848.0;50592.0;;4660.0;464.0;3034.0;900 B8;-68;-93;-24.0;;;;;;39.655973;-0.210662;5;6;11;1;5000.0;5;0;none;;;;;;;;;;--;--;DATOS 3G AJUSTADOS/SIMULADOS PARA PRUEBAS VISUALES DEL SOFTWARE. No usar como medida real del TFM.;2026/05/11;21:29:54;HOME
21407.0;3;75154848.0;50592.0;;4660.0;464.0;3034.0;900 B8;-67;-92;-24.0;;;;;;39.655992;-0.210706;5;6;56;41;5000.0;5;0;none;;;;;;;;;;--;--;DATOS 3G AJUSTADOS/SIMULADOS PARA PRUEBAS VISUALES DEL SOFTWARE. No usar como medida real del TFM.;2026/05/11;21:29:57;HOME
21407.0;3;75154848.0;50592.0;;4660.0;464.0;3034.0;900 B8;-67;-92;-24.0;;;;;;39.656005;-0.210751;5;6;25;7;5000.0;5;0;none;;;;;;;;;;--;--;DATOS 3G AJUSTADOS/SIMULADOS PARA PRUEBAS VISUALES DEL SOFTWARE. No usar como medida real del TFM.;2026/05/11;21:29:59;HOME
21407.0;3;75154848.0;50592.0;;4660.0;464.0;3034.0;900 B8;-68;-93;-24.0;;;;;;39.656018;-0.210814;5;6;0;0;5000.0;5;0;none;;;;;;;;;;--;--;DATOS 3G AJUSTADOS/SIMULADOS PARA PRUEBAS VISUALES DEL SOFTWARE. No usar como medida real del TFM.;2026/05/11;21:30:03;HOME
21407.0;3;75154848.0;50592.0;;4660.0;464.0;3034.0;900 B8;-68;-93;-24.0;;;;;;39.656018;-0.210873;5;5;123;7;5000.0;5;0;none;;;;;;;;;;--;--;DATOS 3G AJUSTADOS/SIMULADOS PARA PRUEBAS VISUALES DEL SOFTWARE. No usar como medida real del TFM.;2026/05/11;21:30:06;HOME
21407.0;3;75154848.0;50592.0;;4660.0;464.0;3034.0;900 B8;-68;-93;-24.0;;;;;;39.656011;-0.21093;5;5;35;5;5000.0;5;0;none;;;;;;;;;;--;--;DATOS 3G AJUSTADOS/SIMULADOS PARA PRUEBAS VISUALES DEL SOFTWARE. No usar como medida real del TFM.;2026/05/11;21:30:09;HOME
21407.0;3;75154848.0;50592.0;;4660.0;464.0;3034.0;900 B8;-68;-93;-24.0;;;;;;39.656006;-0.210991;5;5;50;22;5000.0;5;0;none;;;;;;;;;;--;--;DATOS 3G AJUSTADOS/SIMULADOS PARA PRUEBAS VISUALES DEL SOFTWARE. No usar como medida real del TFM.;2026/05/11;21:30:12;HOME
21407.0;3;75154848.0;50592.0;;4660.0;464.0;3034.0;900 B8;-68;-93;-24.0;;;;;;39.656001;-0.211046;5;5;17;22;5000.0;5;0;none;;;;;;;;;;--;--;DATOS 3G AJUSTADOS/SIMULADOS PARA PRUEBAS VISUALES DEL SOFTWARE. No usar como medida real del TFM.;2026/05/11;21:30:15;HOME
21407.0;3;75154848.0;50592.0;;4660.0;464.0;3034.0;900 B8;-68;-93;-24.0;;;;;;39.655996;-0.211093;5;5;12;36;5000.0;5;0;none;;;;;;;;;;--;--;DATOS 3G AJUSTADOS/SIMULADOS PARA PRUEBAS VISUALES DEL SOFTWARE. No usar como medida real del TFM.;2026/05/11;21:30:17;HOME
21407.0;3;75154848.0;50592.0;;4660.0;464.0;3034.0;900 B8;-69;-94;-24.0;;;;;;39.655997;-0.211143;5;6;39;12;5000.0;5;0;none;;;;;;;;;;--;--;DATOS 3G AJUSTADOS/SIMULADOS PARA PRUEBAS VISUALES DEL SOFTWARE. No usar como medida real del TFM.;2026/05/11;21:30:20;HOME
21407.0;3;75154848.0;50592.0;;4660.0;464.0;3034.0;900 B8;-70;-95;-24.0;;;;;;39.656009;-0.21119;5;4;130;15;5000.0;5;0;none;;;;;;;;;;--;--;DATOS 3G AJUSTADOS/SIMULADOS PARA PRUEBAS VISUALES DEL SOFTWARE. No usar como medida real del TFM.;2026/05/11;21:30:55;HOME
21407.0;3;75154848.0;50592.0;;4660.0;464.0;3034.0;900 B8;-67;-92;-24.0;;;;;;39.656011;-0.211245;5;5;0;5;5000.0;5;0;none;;;;;;;;;;--;--;DATOS 3G AJUSTADOS/SIMULADOS PARA PRUEBAS VISUALES DEL SOFTWARE. No usar como medida real del TFM.;2026/05/11;21:30:59;HOME
21407.0;3;75154848.0;50592.0;;4660.0;464.0;3034.0;900 B8;-70;-95;-24.0;;;;;;39.656016;-0.211293;4;7;121;13;5000.0;5;0;none;;;;;;;;;;--;--;DATOS 3G AJUSTADOS/SIMULADOS PARA PRUEBAS VISUALES DEL SOFTWARE. No usar como medida real del TFM.;2026/05/11;21:31:02;HOME
21407.0;3;75154848.0;50592.0;;4660.0;464.0;3034.0;900 B8;-70;-95;-24.0;;;;;;39.656008;-0.211343;4;8;0;40;5000.0;5;0;none;;;;;;;;;;--;--;DATOS 3G AJUSTADOS/SIMULADOS PARA PRUEBAS VISUALES DEL SOFTWARE. No usar como medida real del TFM.;2026/05/11;21:31:05;HOME
21407.0;3;75154848.0;50592.0;;4660.0;464.0;3034.0;900 B8;-72;-97;-24.0;;;;;;39.656003;-0.211398;4;9;72;14;5000.0;5;0;none;;;;;;;;;;--;--;DATOS 3G AJUSTADOS/SIMULADOS PARA PRUEBAS VISUALES DEL SOFTWARE. No usar como medida real del TFM.;2026/05/11;21:31:08;HOME
21407.0;3;75154848.0;50592.0;;4660.0;464.0;3034.0;900 B8;-70;-95;-24.0;;;;;;39.655998;-0.211448;5;8;68;40;5000.0;5;0;none;;;;;;;;;;--;--;DATOS 3G AJUSTADOS/SIMULADOS PARA PRUEBAS VISUALES DEL SOFTWARE. No usar como medida real del TFM.;2026/05/11;21:31:11;HOME
21407.0;3;75154848.0;50592.0;;4660.0;464.0;3034.0;900 B8;-71;-96;-24.0;;;;;;39.655994;-0.211496;5;7;41;18;5000.0;5;0;none;;;;;;;;;;--;--;DATOS 3G AJUSTADOS/SIMULADOS PARA PRUEBAS VISUALES DEL SOFTWARE. No usar como medida real del TFM.;2026/05/11;21:31:13;HOME
21407.0;3;75154848.0;50592.0;;4660.0;464.0;3034.0;900 B8;-71;-96;-24.0;;;;;;39.655994;-0.211549;5;6;51;18;5000.0;5;0;none;;;;;;;;;;--;--;DATOS 3G AJUSTADOS/SIMULADOS PARA PRUEBAS VISUALES DEL SOFTWARE. No usar como medida real del TFM.;2026/05/11;21:31:16;HOME
21407.0;3;75154848.0;50592.0;;4660.0;464.0;3034.0;900 B8;-71;-96;-24.0;;;;;;39.655992;-0.211601;5;6;367;826;5000.0;5;0;none;;;;;;;;;;--;--;DATOS 3G AJUSTADOS/SIMULADOS PARA PRUEBAS VISUALES DEL SOFTWARE. No usar como medida real del TFM.;2026/05/11;21:31:18;HOME
21407.0;3;75154848.0;50592.0;;4660.0;464.0;3034.0;900 B8;-69;-94;-24.0;;;;;;39.655997;-0.211655;5;6;1037;2368;5000.0;5;0;none;;;;;;;;;;--;--;DATOS 3G AJUSTADOS/SIMULADOS PARA PRUEBAS VISUALES DEL SOFTWARE. No usar como medida real del TFM.;2026/05/11;21:31:21;HOME
21407.0;3;75145598.0;41342.0;;4660.0;464.0;3034.0;900 B8;-68;-93;-24.0;;;;;;39.656008;-0.211708;4;6;605;1276;5000.0;5;0;none;;;;;;;;;;--;--;DATOS 3G AJUSTADOS/SIMULADOS PARA PRUEBAS VISUALES DEL SOFTWARE. No usar como medida real del TFM.;2026/05/11;21:31:24;HOME
21407.0;3;75154848.0;50592.0;;4660.0;464.0;3034.0;900 B8;-68;-93;-24.0;;;;;;39.656008;-0.211757;4;3;31;1;5000.0;5;0;none;;;;;;;;;;--;--;DATOS 3G AJUSTADOS/SIMULADOS PARA PRUEBAS VISUALES DEL SOFTWARE. No usar como medida real del TFM.;2026/05/11;21:32:06;HOME
21407.0;3;75154848.0;50592.0;;4660.0;464.0;3034.0;900 B8;-70;-95;-24.0;;;;;;39.656039;-0.211789;5;3;9;2;5000.0;5;0;none;;;;;;;;;;--;--;DATOS 3G AJUSTADOS/SIMULADOS PARA PRUEBAS VISUALES DEL SOFTWARE. No usar como medida real del TFM.;2026/05/11;21:32:09;HOME
21407.0;3;75154848.0;50592.0;;4660.0;464.0;3034.0;900 B8;-69;-94;-24.0;;;;;;39.65608;-0.211788;5;3;43;3;5000.0;5;0;none;;;;;;;;;;--;--;DATOS 3G AJUSTADOS/SIMULADOS PARA PRUEBAS VISUALES DEL SOFTWARE. No usar como medida real del TFM.;2026/05/11;21:32:12;HOME
21407.0;3;75154848.0;50592.0;;4660.0;464.0;3034.0;900 B8;-69;-94;-24.0;;;;;;39.65612;-0.211785;5;3;18;1;5000.0;5;0;none;;;;;;;;;;--;--;DATOS 3G AJUSTADOS/SIMULADOS PARA PRUEBAS VISUALES DEL SOFTWARE. No usar como medida real del TFM.;2026/05/11;21:32:14;HOME
21407.0;3;75154848.0;50592.0;;4660.0;464.0;3034.0;900 B8;-69;-94;-24.0;;;;;;39.656156;-0.211782;5;3;21;3;5000.0;5;0;none;;;;;;;;;;--;--;DATOS 3G AJUSTADOS/SIMULADOS PARA PRUEBAS VISUALES DEL SOFTWARE. No usar como medida real del TFM.;2026/05/11;21:32:17;HOME
21407.0;3;75154848.0;50592.0;;4660.0;464.0;3034.0;900 B8;-69;-94;-24.0;;;;;;39.656196;-0.211776;5;3;18;3;5000.0;5;0;none;;;;;;;;;;--;--;DATOS 3G AJUSTADOS/SIMULADOS PARA PRUEBAS VISUALES DEL SOFTWARE. No usar como medida real del TFM.;2026/05/11;21:32:19;HOME
21407.0;3;75154848.0;50592.0;;4660.0;464.0;3034.0;900 B8;-70;-95;-24.0;;;;;;39.656236;-0.211776;5;3;16;2;5000.0;5;0;none;;;;;;;;;;--;--;DATOS 3G AJUSTADOS/SIMULADOS PARA PRUEBAS VISUALES DEL SOFTWARE. No usar como medida real del TFM.;2026/05/11;21:32:22;HOME
