PLMN;SYSTEM;XCI;xNBID;LOCAL_CID;LAC/TAC;PCI/PSC/BSIC;ARFCN;BAND;RSSI;RSRP/RSCP;RSRQ/ECIO;SNR;CQI;TA;DISTANCE;DELTA_AZI;LAT;LON;SPEED;GPS_ACCURACY;UL;DL;BANDWIDTH;BANDWIDTHS;CA;NR_STATE;NARFCN;NR_BAND;NR_PCI;NR_SS_RSRP;NR_SS_RSRQ;NR_SS_SINR;NR_CSI_RSRP;NR_CSI_RSRQ;NR_CSI_SINR;CLF_LABEL;CLF_LOC;CLF_DESC;DATE;TIME;ROAMING
21407;4;117996318;460923;30;46600;208;1301;1800 B3;-51;-77;-16;11.0;;;;;39.663658;-0.229967;5;3;12;5;20000;20;1;connected;156510;700 n28;208;;;7;-105;;;--;--;No se encuentra la celda en la base de datos del CLF.;2026/05/11;20:35:59;HOME
21407;4;117996318;460923;30;46600;208;1301;1800 B3;-51;-77;-16;11.0;;;;;39.663699;-0.229930;5;3;87;38;20000;20;1;connected;156510;700 n28;208;;;7;-105;;;--;--;No se encuentra la celda en la base de datos del CLF.;2026/05/11;20:36:03;HOME
21407;4;117996318;460923;30;46600;208;1301;1800 B3;-51;-77;-16;11.0;;;;;39.663733;-0.229914;3;3;0;0;20000;20;1;connected;156510;700 n28;208;;;7;-105;;;--;--;No se encuentra la celda en la base de datos del CLF.;2026/05/11;20:36:06;HOME
21407;4;117996318;460923;30;46600;208;1301;1800 B3;-51;-76;-16;7.0;;;;;39.663774;-0.229926;5;4;30;210;20000;20;1;connected;156510;700 n28;208;;;9;-105;;;--;--;No se encuentra la celda en la base de datos del CLF.;2026/05/11;20:36:44;HOME
21407;4;117996318;460923;30;46600;208;1301;1800 B3;-51;-76;-17;4.0;;;;;39.663813;-0.229900;4;5;9;7;20000;20;1;connected;156510;700 n28;208;;;6;-105;;;--;--;No se encuentra la celda en la base de datos del CLF.;2026/05/11;20:36:47;HOME
21407;4;117996318;460923;30;46600;208;1301;1800 B3;-51;-77;-18;5.0;;;;;39.663852;-0.229885;5;4;3;0;20000;20;1;connected;156510;700 n28;208;;;6;-105;;;--;--;No se encuentra la celda en la base de datos del CLF.;2026/05/11;20:36:50;HOME
21407;4;117996318;460923;30;46600;208;1301;1800 B3;-51;-79;-14;3.0;;;;;39.663882;-0.229853;5;4;25;22;20000;20;1;connected;156510;700 n28;208;;;3;-105;;;--;--;No se encuentra la celda en la base de datos del CLF.;2026/05/11;20:36:53;HOME
21407;4;117996318;460923;30;46600;208;1301;1800 B3;-51;-79;-14;3.0;;;;;39.663904;-0.229811;5;4;7;4;20000;20;1;connected;156510;700 n28;208;;;3;-105;;;--;--;No se encuentra la celda en la base de datos del CLF.;2026/05/11;20:36:55;HOME
21407;4;117996318;460923;30;46600;208;1301;1800 B3;-51;-78;-18;-2.0;;;;;39.663930;-0.229765;5;5;32;65;20000;20;1;connected;156510;700 n28;208;;;5;-105;;;--;--;No se encuentra la celda en la base de datos del CLF.;2026/05/11;20:36:58;HOME
21407;4;117996318;460923;30;46600;208;1301;1800 B3;-51;-79;-19;2.0;;;;;39.663958;-0.229723;5;4;8;1;20000;20;1;connected;156510;700 n28;208;;;3;-105;;;--;--;No se encuentra la celda en la base de datos del CLF.;2026/05/11;20:37:00;HOME
21407;4;117996318;460923;30;46600;208;1301;1800 B3;-51;-79;-19;2.0;;;;;39.663983;-0.229676;5;4;123;0;20000;20;1;connected;156510;700 n28;208;-79;-13;1;-105;;;--;--;No se encuentra la celda en la base de datos del CLF.;2026/05/11;20:37:03;HOME
21407;4;117996318;460923;30;46600;208;1301;1800 B3;-51;-80;-19;0.0;;;;;39.663990;-0.229602;5;4;149;42;20000;20;1;connected;156510;700 n28;208;;;1;-105;;;--;--;No se encuentra la celda en la base de datos del CLF.;2026/05/11;20:37:07;HOME
21407;4;117996298;460923;10;46600;242;1301;1800 B3;-51;-81;-19;-8.0;;;;;39.663989;-0.229544;5;4;10;14;20000;20;1;connected;156510;700 n28;208;;;0;-105;;;--;--;No se encuentra la celda en la base de datos del CLF.;2026/05/11;20:37:11;HOME
21407;4;117996298;460923;10;46600;242;1301;1800 B3;-51;-81;-19;-8.0;;;;;39.663991;-0.229480;5;4;0;0;20000;20;1;connected;156510;700 n28;242;;;0;-105;;;--;--;No se encuentra la celda en la base de datos del CLF.;2026/05/11;20:37:15;HOME
21407;4;117996298;460923;10;46600;242;1301;1800 B3;-51;-81;-19;-8.0;;;;;39.664004;-0.229416;5;3;19;20;20000;20;1;connected;156510;700 n28;242;;;0;-105;;;--;--;No se encuentra la celda en la base de datos del CLF.;2026/05/11;20:37:18;HOME
21407;4;117996298;460923;10;46600;242;1301;1800 B3;-51;-87;-20;-9.0;;;;;39.664012;-0.229362;5;3;1;0;20000;20;1;connected;156510;700 n28;242;;;0;-105;;;--;--;No se encuentra la celda en la base de datos del CLF.;2026/05/11;20:37:21;HOME
21407;4;117996298;460923;10;46600;242;1301;1800 B3;-51;-89;-20;-8.0;;;;;39.664023;-0.229308;5;3;3;3;20000;20;1;connected;156510;700 n28;242;;;2;-105;;;--;--;No se encuentra la celda en la base de datos del CLF.;2026/05/11;20:37:24;HOME
21407;4;117996298;460923;10;46600;242;1301;1800 B3;-51;-89;-20;-8.0;;;;;39.664037;-0.229260;5;3;11;9;20000;20;1;connected;156510;700 n28;242;;;2;-105;;;--;--;No se encuentra la celda en la base de datos del CLF.;2026/05/11;20:37:26;HOME
21407;4;117996318;460923;30;46600;208;1301;1800 B3;-51;-82;-18;2.0;;;;;39.664055;-0.229203;4;3;0;0;20000;20;1;connected;156510;700 n28;208;;;1;-105;;;--;--;No se encuentra la celda en la base de datos del CLF.;2026/05/11;20:37:30;HOME
21407;4;117996318;460923;30;46600;208;1301;1800 B3;-51;-82;-18;2.0;;;;;39.664070;-0.229151;4;4;0;0;20000;20;1;connected;156510;700 n28;208;-79;-12;3;-105;;;--;--;No se encuentra la celda en la base de datos del CLF.;2026/05/11;20:37:33;HOME
21407;4;117996318;460923;30;46600;208;1301;1800 B3;-51;-81;-19;5.0;;;;;39.664105;-0.229134;0;3;0;0;20000;20;1;connected;156510;700 n28;208;;;3;-105;;;--;--;No se encuentra la celda en la base de datos del CLF.;2026/05/11;20:38:00;HOME
21407;4;117996318;460923;30;46600;208;1301;1800 B3;-51;-81;-19;5.0;;;;;39.664137;-0.229114;6;5;67;180;20000;20;1;connected;156510;700 n28;208;;;3;-105;;;--;--;No se encuentra la celda en la base de datos del CLF.;2026/05/11;20:38:12;HOME
21407;4;117996318;460923;30;46600;208;1301;1800 B3;-51;-83;-19;4.0;;;;;39.664115;-0.229061;5;8;5;3;20000;20;1;connected;156510;700 n28;208;;;0;-105;;;--;--;No se encuentra la celda en la base de datos del CLF.;2026/05/11;20:38:14;HOME
21407;4;117996318;460923;30;46600;208;1301;1800 B3;-51;-83;-19;4.0;;;;;39.664076;-0.229025;5;9;6;4;20000;20;1;connected;156510;700 n28;208;;;0;-105;;;--;--;No se encuentra la celda en la base de datos del CLF.;2026/05/11;20:38:15;HOME
21407;4;117996318;460923;30;46600;208;1301;1800 B3;-51;-83;-16;0.0;;;;;39.664061;-0.228968;5;8;51;42;20000;20;1;connected;156510;700 n28;208;;;-4;-105;;;--;--;No se encuentra la celda en la base de datos del CLF.;2026/05/11;20:38:17;HOME
21407;4;117996318;460923;30;46600;208;1301;1800 B3;-51;-83;-16;0.0;;;;;39.664053;-0.228918;5;6;342;130;20000;20;1;connected;156510;700 n28;208;;;-4;-105;;;--;--;No se encuentra la celda en la base de datos del CLF.;2026/05/11;20:38:20;HOME
21407;4;117996318;460923;30;46600;208;1301;1800 B3;-51;-82;-17;-2.0;;;;;39.664044;-0.228867;5;4;76;35;20000;20;1;connected;156510;700 n28;208;;;2;-105;;;--;--;No se encuentra la celda en la base de datos del CLF.;2026/05/11;20:38:23;HOME
21407;4;117996318;460923;30;46600;208;1301;1800 B3;-51;-81;-18;5.0;;;;;39.664036;-0.228815;5;4;3;2;20000;20;1;connected;156510;700 n28;208;;;3;-105;;;--;--;No se encuentra la celda en la base de datos del CLF.;2026/05/11;20:38:26;HOME
21407;4;117996318;460923;30;46600;208;1301;1800 B3;-51;-85;-16;1.0;;;;;39.664042;-0.228766;5;5;0;0;20000;20;1;connected;156510;700 n28;208;;;3;-105;;;--;--;No se encuentra la celda en la base de datos del CLF.;2026/05/11;20:38:28;HOME
21407;4;117996318;460923;30;46600;208;1301;1800 B3;-51;-80;-18;9.0;;;;;39.664049;-0.228712;5;5;2;1;20000;20;1;connected;156510;700 n28;208;;;5;-105;;;--;--;No se encuentra la celda en la base de datos del CLF.;2026/05/11;20:38:31;HOME
21407;4;117996318;460923;30;46600;208;1301;1800 B3;-51;-78;-15;10.0;;;;;39.664053;-0.228664;5;5;0;0;20000;20;1;connected;156510;700 n28;208;-77;-12;6;-105;;;--;--;No se encuentra la celda en la base de datos del CLF.;2026/05/11;20:38:33;HOME
21407;4;117996318;460923;30;46600;208;1301;1800 B3;-51;-78;-15;10.0;;;;;39.664057;-0.228613;5;5;0;0;20000;20;1;connected;156510;700 n28;208;;;6;-105;;;--;--;No se encuentra la celda en la base de datos del CLF.;2026/05/11;20:38:35;HOME
21407;4;117996318;460923;30;46600;208;1301;1800 B3;-53;-86;-18;4.0;;;;;39.664063;-0.228559;5;5;13;5;20000;20;1;connected;156510;700 n28;208;-78;-11;7;-105;;;--;--;No se encuentra la celda en la base de datos del CLF.;2026/05/11;20:38:38;HOME
21407;4;117996318;460923;30;46600;208;1301;1800 B3;-51;-89;-19;-2.0;;;;;39.664067;-0.228511;5;5;161;46;20000;20;1;connected;156510;700 n28;208;;;7;-105;;;--;--;No se encuentra la celda en la base de datos del CLF.;2026/05/11;20:38:41;HOME
21407;4;117996298;460923;10;46600;242;1301;1800 B3;-51;-87;-19;-5.0;;;;;39.664072;-0.228458;5;5;162;47;20000;20;1;connected;156510;700 n28;208;;;9;-105;;;--;--;No se encuentra la celda en la base de datos del CLF.;2026/05/11;20:38:44;HOME
21407;4;117996298;460923;10;46600;242;1301;1800 B3;-51;-83;-19;-4.0;;;;;39.664079;-0.228408;5;5;133;0;20000;20;1;connected;156510;700 n28;242;;;10;-105;;;--;--;No se encuentra la celda en la base de datos del CLF.;2026/05/11;20:38:46;HOME
21407;4;117996298;460923;10;46600;242;1301;1800 B3;-51;-83;-19;-4.0;;;;;39.664088;-0.228361;5;5;5;4;20000;20;1;connected;156510;700 n28;242;;;10;-105;;;--;--;No se encuentra la celda en la base de datos del CLF.;2026/05/11;20:38:49;HOME
21407;4;117996298;460923;10;46600;242;1301;1800 B3;-51;-81;-19;-3.0;;;;;39.664099;-0.228313;5;5;0;1;20000;20;1;connected;156510;700 n28;242;;;5;-105;;;--;--;No se encuentra la celda en la base de datos del CLF.;2026/05/11;20:38:52;HOME
21407;4;117996298;460923;10;46600;242;1301;1800 B3;-51;-80;-17;-3.0;;;;;39.664109;-0.228265;5;5;0;0;20000;20;1;connected;156510;700 n28;242;;;6;-105;;;--;--;No se encuentra la celda en la base de datos del CLF.;2026/05/11;20:38:55;HOME
21407;4;117996298;460923;10;46600;242;1301;1800 B3;-51;-82;-17;3.0;;;;;39.664121;-0.228212;5;5;19;51;20000;20;1;connected;156510;700 n28;242;;;7;-105;;;--;--;No se encuentra la celda en la base de datos del CLF.;2026/05/11;20:38:58;HOME
21407;4;117996298;460923;10;46600;242;1301;1800 B3;-51;-82;-17;3.0;;;;;39.664129;-0.228165;5;5;0;0;20000;20;1;connected;156510;700 n28;242;;;7;-105;;;--;--;No se encuentra la celda en la base de datos del CLF.;2026/05/11;20:39:00;HOME
21407;4;117996298;460923;10;46600;242;1301;1800 B3;-51;-79;-17;4.0;;;;;39.664134;-0.228114;5;5;0;0;20000;20;1;connected;156510;700 n28;242;;;8;-105;;;--;--;No se encuentra la celda en la base de datos del CLF.;2026/05/11;20:39:02;HOME
21407;4;117996298;460923;10;46600;242;1301;1800 B3;-51;-86;-18;-4.0;;;;;39.664140;-0.228060;4;4;125;370;20000;20;1;connected;156510;700 n28;242;;;9;-105;;;--;--;No se encuentra la celda en la base de datos del CLF.;2026/05/11;20:39:05;HOME
21407;4;117996298;460923;10;46600;242;1301;1800 B3;-51;-88;-20;-4.0;;;;;39.664136;-0.228012;5;3;7;3461;20000;20;1;connected;156510;700 n28;242;;;8;-105;;;--;--;No se encuentra la celda en la base de datos del CLF.;2026/05/11;20:39:37;HOME
21407;4;117996298;460923;10;46600;242;1301;1800 B3;-51;-88;-20;-4.0;;;;;39.664142;-0.227964;6;4;7;6;20000;20;1;connected;156510;700 n28;242;;;8;-105;;;--;--;No se encuentra la celda en la base de datos del CLF.;2026/05/11;20:39:39;HOME
21407;4;117996298;460923;10;46600;242;1301;1800 B3;-51;-88;-20;-4.0;;;;;39.664154;-0.227914;5;6;23;49;20000;20;1;connected;156510;700 n28;242;;;8;-105;;;--;--;No se encuentra la celda en la base de datos del CLF.;2026/05/11;20:39:42;HOME
21407;4;117996298;460923;10;46600;242;1301;1800 B3;-51;-78;-18;0.0;;;;;39.664174;-0.227867;5;6;0;0;20000;20;1;connected;156510;700 n28;242;;;10;-105;;;--;--;No se encuentra la celda en la base de datos del CLF.;2026/05/11;20:39:46;HOME
21407;4;117996298;460923;10;46600;242;1301;1800 B3;-51;-78;-18;0.0;;;;;39.664198;-0.227824;5;6;5;4;20000;20;1;connected;156510;700 n28;242;;;10;-105;;;--;--;No se encuentra la celda en la base de datos del CLF.;2026/05/11;20:39:49;HOME
21407;4;117996298;460923;10;46600;242;1301;1800 B3;-51;-78;-18;0.0;;;;;39.664217;-0.227784;5;6;2;1;20000;20;1;connected;156510;700 n28;242;;;10;-105;;;--;--;No se encuentra la celda en la base de datos del CLF.;2026/05/11;20:39:51;HOME
21407;4;117996298;460923;10;46600;242;1301;1800 B3;-51;-78;-18;0.0;;;;;39.664235;-0.227734;5;5;0;0;20000;20;1;connected;156510;700 n28;242;-74;-11;11;-105;;;--;--;No se encuentra la celda en la base de datos del CLF.;2026/05/11;20:39:55;HOME
21407;4;117996298;460923;10;46600;242;1301;1800 B3;-51;-84;-20;-2.0;;;;;39.664258;-0.227688;5;6;200;140;20000;20;1;connected;156510;700 n28;242;;;11;-105;;;--;--;No se encuentra la celda en la base de datos del CLF.;2026/05/11;20:39:57;HOME
21407;4;117996298;460923;10;46600;242;1301;1800 B3;-51;-82;-13;2.0;;;;;39.664280;-0.227646;5;6;136;67;20000;20;1;connected;156510;700 n28;242;;;11;-105;;;--;--;No se encuentra la celda en la base de datos del CLF.;2026/05/11;20:40:00;HOME
21407;4;117996298;460923;10;46600;242;1301;1800 B3;-51;-79;-13;0.0;;;;;39.664304;-0.227605;5;6;197;130;20000;20;1;connected;156510;700 n28;242;;;13;-105;;;--;--;No se encuentra la celda en la base de datos del CLF.;2026/05/11;20:40:03;HOME
21407;4;117996298;460923;10;46600;242;1301;1800 B3;-51;-78;-15;2.0;;;;;39.664321;-0.227552;5;5;0;4;20000;20;1;connected;156510;700 n28;242;-76;-11;13;-105;;;--;--;No se encuentra la celda en la base de datos del CLF.;2026/05/11;20:40:06;HOME
21407;4;117996298;460923;10;46600;242;1301;1800 B3;-51;-80;-12;6.0;;;;;39.664318;-0.227494;5;4;0;4;20000;20;1;connected;156510;700 n28;242;;;13;-105;;;--;--;No se encuentra la celda en la base de datos del CLF.;2026/05/11;20:40:09;HOME
21407;4;117996298;460923;10;46600;242;1301;1800 B3;-51;-80;-12;6.0;;;;;39.664312;-0.227446;5;4;25;31;20000;20;1;connected;156510;700 n28;242;;;13;-105;;;--;--;No se encuentra la celda en la base de datos del CLF.;2026/05/11;20:40:11;HOME
21407;4;117996298;460923;10;46600;242;1301;1800 B3;-51;-77;-18;5.0;;;;;39.664300;-0.227384;5;5;1;3;20000;20;1;connected;156510;700 n28;242;;;16;-105;;;--;--;No se encuentra la celda en la base de datos del CLF.;2026/05/11;20:40:15;HOME
21407;4;117996298;460923;10;46600;242;1301;1800 B3;-51;-76;-16;4.0;;;;;39.664284;-0.227341;5;6;25;0;20000;20;1;connected;156510;700 n28;242;;;15;-105;;;--;--;No se encuentra la celda en la base de datos del CLF.;2026/05/11;20:40:17;HOME
21407;4;117996298;460923;10;46600;242;1301;1800 B3;-51;-77;-15;4.0;;;;;39.664264;-0.227290;5;6;130;21;20000;20;1;connected;156510;700 n28;242;;;15;-105;;;--;--;No se encuentra la celda en la base de datos del CLF.;2026/05/11;20:40:19;HOME
21407;4;117996298;460923;10;46600;242;1301;1800 B3;-51;-77;-15;4.0;;;;;39.664245;-0.227249;5;6;88;39;20000;20;1;connected;156510;700 n28;242;;;15;-105;;;--;--;No se encuentra la celda en la base de datos del CLF.;2026/05/11;20:40:21;HOME
21407;4;117996298;460923;10;46600;242;1301;1800 B3;-51;-77;-15;4.0;;;;;39.664200;-0.227229;5;4;159;47;20000;20;1;connected;156510;700 n28;242;;;15;-105;;;--;--;No se encuentra la celda en la base de datos del CLF.;2026/05/11;20:40:23;HOME
21407;4;117996298;460923;10;46600;242;1301;1800 B3;-51;-69;-11;13.0;;;;;39.664163;-0.227228;5;4;29;21;20000;20;1;connected;156510;700 n28;242;;;20;-105;;;--;--;No se encuentra la celda en la base de datos del CLF.;2026/05/11;20:40:25;HOME
21407;4;117996298;460923;10;46600;242;1301;1800 B3;-51;-69;-13;12.0;;;;;39.664130;-0.227190;5;4;141;40;20000;20;1;connected;156510;700 n28;242;;;20;-105;;;--;--;No se encuentra la celda en la base de datos del CLF.;2026/05/11;20:40:28;HOME
21407;4;117996298;460923;10;46600;242;1301;1800 B3;-51;-81;-18;2.0;;;;;39.664123;-0.227138;5;5;159;80;20000;20;1;connected;156510;700 n28;242;;;18;-105;;;--;--;No se encuentra la celda en la base de datos del CLF.;2026/05/11;20:40:31;HOME
21407;4;117996298;460923;10;46600;242;1301;1800 B3;-51;-80;-13;5.0;;;;;39.664154;-0.227101;5;4;2;33;20000;20;1;connected;156510;700 n28;242;;;18;-105;;;--;--;No se encuentra la celda en la base de datos del CLF.;2026/05/11;20:40:34;HOME
21407;4;117996298;460923;10;46600;242;1301;1800 B3;-51;-77;-15;13.0;;;;;39.664191;-0.227059;5;4;108;36;20000;20;1;connected;156510;700 n28;242;;;18;-105;;;--;--;No se encuentra la celda en la base de datos del CLF.;2026/05/11;20:40:38;HOME
21407;4;117996298;460923;10;46600;242;1301;1800 B3;-51;-81;-15;13.0;;;;;39.664221;-0.227033;0;3;0;0;20000;20;1;connected;156510;700 n28;242;;;26;-105;;;--;--;No se encuentra la celda en la base de datos del CLF.;2026/05/11;20:40:49;HOME
21407;4;117996298;460923;10;46600;242;1301;1800 B3;-51;-83;-17;14.0;;;;;39.664199;-0.226979;6;5;272;160;20000;20;1;connected;156510;700 n28;242;;;20;-105;;;--;--;No se encuentra la celda en la base de datos del CLF.;2026/05/11;20:41:33;HOME
21407;4;117996298;460923;10;46600;242;1301;1800 B3;-51;-80;-16;11.0;;;;;39.664186;-0.226924;5;7;154;44;20000;20;1;connected;156510;700 n28;242;;;20;-105;;;--;--;No se encuentra la celda en la base de datos del CLF.;2026/05/11;20:41:35;HOME
21407;4;117996298;460923;10;46600;242;1301;1800 B3;-51;-80;-13;8.0;;;;;39.664180;-0.226876;5;7;184;151;20000;20;1;connected;156510;700 n28;242;-68;-11;19;-105;;;--;--;No se encuentra la celda en la base de datos del CLF.;2026/05/11;20:41:37;HOME
21407;4;117853982;460367;30;46600;387;1301;1800 B3;-51;-83;-16;-1.0;;;;;39.664174;-0.226829;5;7;95;86;20000;20;1;connected;156510;700 n28;387;;;17;-105;;;--;--;No se encuentra la celda en la base de datos del CLF.;2026/05/11;20:41:41;HOME
21407;4;117853982;460367;30;46600;387;1301;1800 B3;-51;-83;-16;-1.0;;;;;39.664165;-0.226782;5;6;223;111;20000;20;1;connected;156510;700 n28;387;;;17;-105;;;--;--;No se encuentra la celda en la base de datos del CLF.;2026/05/11;20:41:42;HOME
21407;4;117996298;460923;10;46600;242;1301;1800 B3;-55;-89;-15;2.0;;;;;39.664145;-0.226742;5;6;157;52;20000;20;1;connected;156510;700 n28;387;;;13;-105;;;--;--;No se encuentra la celda en la base de datos del CLF.;2026/05/11;20:41:46;HOME
21407;4;117996298;460923;10;46600;242;1301;1800 B3;-51;-88;-16;2.0;;;;;39.664108;-0.226714;5;6;17;14;20000;20;1;connected;156510;700 n28;242;-81;-11;9;-105;;;--;--;No se encuentra la celda en la base de datos del CLF.;2026/05/11;20:41:48;HOME
21407;4;117996298;460923;10;46600;242;1301;1800 B3;-51;-87;-19;0.0;;;;;39.664068;-0.226688;5;7;128;277;20000;20;1;connected;156510;700 n28;242;;;9;-105;;;--;--;No se encuentra la celda en la base de datos del CLF.;2026/05/11;20:41:50;HOME
21407;4;117996298;460923;10;46600;242;1301;1800 B3;-51;-87;-17;2.0;;;;;39.664050;-0.226635;5;7;11;9;20000;20;1;connected;156510;700 n28;242;;;8;-105;;;--;--;No se encuentra la celda en la base de datos del CLF.;2026/05/11;20:41:53;HOME
21407;4;117996298;460923;10;46600;242;1301;1800 B3;-51;-87;-17;2.0;;;;;39.664052;-0.226582;5;6;38;16;20000;20;1;connected;156510;700 n28;242;;;8;-105;;;--;--;No se encuentra la celda en la base de datos del CLF.;2026/05/11;20:41:55;HOME
21407;4;117996298;460923;10;46600;242;1301;1800 B3;-51;-86;-17;3.0;;;;;39.664046;-0.226522;5;5;34;27;20000;20;1;connected;156510;700 n28;242;;;9;-105;;;--;--;No se encuentra la celda en la base de datos del CLF.;2026/05/11;20:41:57;HOME
21407;4;117996298;460923;10;46600;242;1301;1800 B3;-51;-86;-17;3.0;;;;;39.664040;-0.226467;5;5;0;0;20000;20;1;connected;156510;700 n28;242;;;9;-105;;;--;--;No se encuentra la celda en la base de datos del CLF.;2026/05/11;20:41:59;HOME
21407;4;117996298;460923;10;46600;242;1301;1800 B3;-51;-86;-17;3.0;;;;;39.664023;-0.226418;5;4;182;92;20000;20;1;connected;156510;700 n28;242;;;9;-105;;;--;--;No se encuentra la celda en la base de datos del CLF.;2026/05/11;20:42:02;HOME
21407;4;117996298;460923;10;46600;242;1301;1800 B3;-51;-86;-18;5.0;;;;;39.664006;-0.226364;5;4;71;67;20000;20;1;connected;156510;700 n28;242;;;12;-105;;;--;--;No se encuentra la celda en la base de datos del CLF.;2026/05/11;20:42:05;HOME
21407;4;117996298;460923;10;46600;242;1301;1800 B3;-51;-85;-16;4.0;;;;;39.663990;-0.226320;5;4;18;14;20000;20;1;connected;156510;700 n28;242;;;4;-105;;;--;--;No se encuentra la celda en la base de datos del CLF.;2026/05/11;20:42:09;HOME
21407;4;117996298;460923;10;46600;242;1301;1800 B3;-51;-84;-17;3.0;;;;;39.663972;-0.226274;5;4;225;58;20000;20;1;connected;156510;700 n28;242;-83;-12;3;-105;;;--;--;No se encuentra la celda en la base de datos del CLF.;2026/05/11;20:42:13;HOME
